id,protein_id,tissue,gender,tpm,tpm_rank,tpm_rank_bysex,tpm_level,tpm_level_bysex,tpm_f,tpm_m,log2foldchange,tau,tau_bysex,uberon_id
1043361,13773,Brain - Caudate (basal ganglia),F,1.408,0.184,0.176,Low,Low,1.408,1.272,0.084,0.71,0.666,UBERON:0002420
1043363,13773,Brain - Cerebellar Hemisphere,F,3.483,0.469,0.451,Medium,Medium,3.483,3.192,0.097,0.71,0.666,UBERON:0002245
1043365,13773,Brain - Cerebellum,F,3.165,0.378,0.373,Medium,Medium,3.165,3.62,-0.15,0.71,0.666,UBERON:0002037
1043367,13773,Brain - Cortex,F,1.421,0.194,0.196,Low,Low,1.421,1.526,-0.061,0.71,0.666,UBERON:0000956
1043369,13773,Brain - Frontal Cortex (BA9),F,1.594,0.265,0.255,Medium,Medium,1.594,1.742,-0.08,0.71,0.666,UBERON:0001870
1043371,13773,Brain - Hippocampus,F,1.058,0.092,0.059,Low,Low,1.058,0.928,0.094,0.71,0.666,UBERON:0022430
1043373,13773,Brain - Hypothalamus,F,1.537,0.245,0.235,Low,Low,1.537,1.596,-0.033,0.71,0.666,UBERON:0001898
1043375,13773,Brain - Nucleus accumbens (basal ganglia),F,1.294,0.153,0.137,Low,Low,1.294,1.46,-0.101,0.71,0.666,UBERON:0001882
1043377,13773,Brain - Putamen (basal ganglia),F,0.842,0.031,0.039,Low,Low,0.842,1.016,-0.13,0.71,0.666,UBERON:0001874
1043379,13773,Brain - Spinal cord (cervical c-1),F,1.489,0.224,0.216,Low,Low,1.489,1.381,0.064,0.71,0.666,UBERON:0006469
1043381,13773,Brain - Substantia nigra,F,1.334,0.163,0.157,Low,Low,1.334,1.056,0.183,0.71,0.666,UBERON:0002038
1043383,13773,Breast - Mammary Tissue,F,3.656,0.5,0.49,Medium,Medium,3.656,3.43,0.072,0.71,0.666,UBERON:0001911
1043391,13773,Colon - Sigmoid,F,6.672,0.806,0.804,High,High,6.672,6.532,0.027,0.71,0.666,UBERON:0001159
1043393,13773,Colon - Transverse,F,3.263,0.408,0.412,Medium,Medium,3.263,3.014,0.087,0.71,0.666,UBERON:0001157
1043395,13773,Esophagus - Gastroesophageal Junction,F,8.074,0.969,0.98,High,High,8.074,7.157,0.154,0.71,0.666,UBERON:0007650
1043397,13773,Esophagus - Mucosa,F,5.334,0.735,0.725,Medium,Medium,5.334,5.021,0.073,0.71,0.666,UBERON:0002469
1043399,13773,Esophagus - Muscularis,F,7.678,0.949,0.941,High,High,7.678,6.898,0.136,0.71,0.666,UBERON:0004648
1043401,13773,Fallopian Tube,F,6.119,0.765,0.765,High,High,,,,0.71,0.666,UBERON:0003889
1043402,13773,Heart - Atrial Appendage,F,2.571,0.337,0.333,Medium,Medium,2.571,2.582,-0.004,0.71,0.666,UBERON:0006618
1043404,13773,Heart - Left Ventricle,F,2.149,0.316,0.294,Medium,Medium,2.149,1.543,0.308,0.71,0.666,UBERON:0002084
1043406,13773,Kidney - Cortex,F,2.465,0.327,0.314,Medium,Medium,2.465,1.422,0.517,0.71,0.666,UBERON:0001225
1043408,13773,Liver,F,1.157,0.122,0.098,Low,Low,1.157,0.983,0.121,0.71,0.666,UBERON:0002107
1043410,13773,Lung,F,3.221,0.398,0.392,Medium,Medium,3.221,3.354,-0.045,0.71,0.666,UBERON:0002048
1043412,13773,Minor Salivary Gland,F,4.814,0.633,0.608,Medium,Medium,4.814,4.335,0.124,0.71,0.666,UBERON:0001830
1043414,13773,Muscle - Skeletal,F,6.823,0.837,0.863,High,High,6.823,7.093,-0.049,0.71,0.666,UBERON:0001134
1043416,13773,Nerve - Tibial,F,4.424,0.592,0.588,Medium,Medium,4.424,4.745,-0.083,0.71,0.666,UBERON:0001323
1043418,13773,Ovary,F,5.153,0.704,0.686,Medium,Medium,,,,0.71,0.666,UBERON:0000992
1043419,13773,Pancreas,F,7.388,0.913,0.892,High,High,7.388,7.056,0.058,0.71,0.666,UBERON:0001264
1043421,13773,Pituitary,F,4.399,0.582,0.569,Medium,Medium,4.399,3.76,0.182,0.71,0.666,UBERON:0000007
1043423,13773,Prostate,M,5.489,0.745,0.766,Medium,High,,,,0.71,0.725,UBERON:0002367
1043424,13773,Skin - Not Sun Exposed (Suprapubic),F,4.848,0.643,0.627,Medium,Medium,4.848,5.079,-0.056,0.71,0.666,UBERON:0002097
1043426,13773,Skin - Sun Exposed (Lower leg),F,4.863,0.653,0.647,Medium,Medium,4.863,5.275,-0.098,0.71,0.666,UBERON:002097
1043428,13773,Small Intestine - Terminal Ileum,F,3.143,0.367,0.353,Medium,Medium,3.143,3.471,-0.11,0.71,0.666,UBERON:0002116
1043430,13773,Spleen,F,1.834,0.306,0.275,Medium,Medium,1.834,1.686,0.077,0.71,0.666,UBERON:0002106
1043432,13773,Stomach,F,4.932,0.663,0.667,Medium,Medium,4.932,5.03,-0.024,0.71,0.666,UBERON:0000945
1043434,13773,Testis,M,6.512,0.786,0.787,High,High,,,,0.71,0.725,UBERON:0000473
1043435,13773,Thyroid,F,4.187,0.551,0.529,Medium,Medium,4.187,4.588,-0.107,0.71,0.666,UBERON:0002046
1043437,13773,Uterus,F,6.697,0.816,0.824,High,High,,,,0.71,0.666,UBERON:0000995
1043438,13773,Vagina,F,5.282,0.724,0.706,Medium,Medium,,,,0.71,0.666,UBERON:0000996
1043439,13773,Whole Blood,F,0.283,0.02,0.02,Low,Low,0.283,0.265,0.02,0.71,0.666,UBERON:0000178
166663,15595,Adipose - Subcutaneous,F,1.169,0.153,0.137,Low,Low,1.169,1.255,-0.056,0.883,0.898,UBERON:0002190
166665,15595,Adipose - Visceral (Omentum),F,1.746,0.347,0.333,Medium,Medium,1.746,1.252,0.286,0.883,0.898,UBERON:0014454
166667,15595,Adrenal Gland,F,0.832,0.102,0.098,Low,Low,0.832,0.733,0.08,0.883,0.898,UBERON:0002369
166669,15595,Artery - Aorta,F,1.663,0.316,0.294,Medium,Medium,1.663,2.122,-0.229,0.883,0.898,UBERON:0000947
166671,15595,Artery - Coronary,F,1.393,0.235,0.235,Low,Low,1.393,1.425,-0.019,0.883,0.898,UBERON:0001621
166673,15595,Artery - Tibial,F,0.549,0.041,0.039,Low,Low,0.549,0.536,0.012,0.883,0.898,UBERON:0007610
166677,15595,Brain - Amygdala,F,9.342,0.724,0.745,Medium,Medium,9.342,8.402,0.137,0.883,0.898,UBERON:0001876
166679,15595,Brain - Anterior cingulate cortex (BA24),F,12.61,0.786,0.784,High,High,12.61,12.14,0.051,0.883,0.898,UBERON:0009835
166681,15595,Brain - Caudate (basal ganglia),F,23.03,0.878,0.902,High,High,23.03,25.73,-0.154,0.883,0.898,UBERON:0002420
166683,15595,Brain - Cerebellar Hemisphere,F,65.35,0.949,0.961,High,High,65.35,73.125,-0.16,0.883,0.898,UBERON:0002245
166685,15595,Brain - Cerebellum,F,66.51,0.959,0.98,High,High,66.51,79.79,-0.259,0.883,0.898,UBERON:0002037
166687,15595,Brain - Cortex,F,14.51,0.806,0.824,High,High,14.51,18.91,-0.36,0.883,0.898,UBERON:0000956
166689,15595,Brain - Frontal Cortex (BA9),F,22.31,0.867,0.882,High,High,22.31,21.205,0.07,0.883,0.898,UBERON:0001870
166691,15595,Brain - Hippocampus,F,6.776,0.633,0.667,Medium,Medium,6.776,8.081,-0.224,0.883,0.898,UBERON:0022430
166693,15595,Brain - Hypothalamus,F,86.095,0.99,1,High,High,86.095,87.75,-0.027,0.883,0.898,UBERON:0001898
166695,15595,Brain - Nucleus accumbens (basal ganglia),F,24.85,0.898,0.922,High,High,24.85,28.67,-0.199,0.883,0.898,UBERON:0001882
166697,15595,Brain - Putamen (basal ganglia),F,15.94,0.816,0.843,High,High,15.94,19.34,-0.264,0.883,0.898,UBERON:0001874
166699,15595,Brain - Spinal cord (cervical c-1),F,8.418,0.714,0.725,Medium,Medium,8.418,6.171,0.393,0.883,0.898,UBERON:0006469
166701,15595,Brain - Substantia nigra,F,29.585,0.929,0.941,High,High,29.585,35.405,-0.251,0.883,0.898,UBERON:0002038
166703,15595,Breast - Mammary Tissue,F,2.316,0.408,0.373,Medium,Medium,2.316,2.006,0.142,0.883,0.898,UBERON:0001911
166711,15595,Colon - Sigmoid,F,6.174,0.612,0.647,Medium,Medium,6.174,6.684,-0.099,0.883,0.898,UBERON:0001159
166713,15595,Colon - Transverse,F,7.709,0.684,0.706,Medium,Medium,7.709,6.943,0.133,0.883,0.898,UBERON:0001157
166715,15595,Esophagus - Gastroesophageal Junction,F,2.221,0.388,0.353,Medium,Medium,2.221,2.455,-0.101,0.883,0.898,UBERON:0007650
166717,15595,Esophagus - Mucosa,F,1.628,0.296,0.275,Medium,Medium,1.628,1.419,0.12,0.883,0.898,UBERON:0002469
166719,15595,Esophagus - Muscularis,F,2.947,0.439,0.412,Medium,Medium,2.947,2.1,0.348,0.883,0.898,UBERON:0004648
166721,15595,Fallopian Tube,F,3.686,0.48,0.49,Medium,Medium,,,,0.883,0.898,UBERON:0003889
166722,15595,Heart - Atrial Appendage,F,7.318,0.663,0.686,Medium,Medium,7.318,5.864,0.277,0.883,0.898,UBERON:0006618
166724,15595,Heart - Left Ventricle,F,0.632,0.051,0.059,Low,Low,0.632,0.684,-0.045,0.883,0.898,UBERON:0002084
166726,15595,Kidney - Cortex,F,3.777,0.49,0.51,Medium,Medium,3.777,1.723,0.811,0.883,0.898,UBERON:0001225
166728,15595,Liver,F,1.352,0.214,0.196,Low,Low,1.352,1.166,0.119,0.883,0.898,UBERON:0002107
166730,15595,Lung,F,4.066,0.5,0.529,Medium,Medium,4.066,4.461,-0.108,0.883,0.898,UBERON:0002048
166732,15595,Minor Salivary Gland,F,5.376,0.561,0.588,Medium,Medium,5.376,6.97,-0.322,0.883,0.898,UBERON:0001830
166734,15595,Muscle - Skeletal,F,18.17,0.827,0.863,High,High,18.17,23.615,-0.361,0.883,0.898,UBERON:0001134
166736,15595,Nerve - Tibial,F,1.09,0.122,0.118,Low,Low,1.09,1.195,-0.071,0.883,0.898,UBERON:0001323
166738,15595,Ovary,F,6.164,0.592,0.627,Medium,Medium,,,,0.883,0.898,UBERON:0000992
166739,15595,Pancreas,F,1.584,0.286,0.255,Medium,Medium,1.584,1.648,-0.035,0.883,0.898,UBERON:0001264
166741,15595,Pituitary,F,13.02,0.796,0.804,High,High,13.02,11.995,0.11,0.883,0.898,UBERON:0000007
166743,15595,Prostate,M,10.98,0.755,0.745,High,Medium,,,,0.883,0.883,UBERON:0002367
166744,15595,Skin - Not Sun Exposed (Suprapubic),F,1.348,0.204,0.176,Low,Low,1.348,1.56,-0.125,0.883,0.898,UBERON:0002097
166746,15595,Skin - Sun Exposed (Lower leg),F,1.252,0.179,0.157,Low,Low,1.252,1.554,-0.182,0.883,0.898,UBERON:002097
166748,15595,Small Intestine - Terminal Ileum,F,10.064,0.735,0.765,Medium,High,10.064,10.2,-0.018,0.883,0.898,UBERON:0002116
166750,15595,Spleen,F,3.375,0.459,0.451,Medium,Medium,3.375,4.292,-0.275,0.883,0.898,UBERON:0002106
166752,15595,Stomach,F,0.786,0.082,0.078,Low,Low,0.786,0.807,-0.017,0.883,0.898,UBERON:0000945
166754,15595,Testis,M,7.409,0.673,0.66,Medium,Medium,,,,0.883,0.883,UBERON:0000473
166755,15595,Thyroid,F,3.034,0.449,0.431,Medium,Medium,3.034,2.269,0.303,0.883,0.898,UBERON:0002046
166757,15595,Uterus,F,5.164,0.551,0.569,Medium,Medium,,,,0.883,0.898,UBERON:0000995
166758,15595,Vagina,F,2.918,0.429,0.392,Medium,Medium,,,,0.883,0.898,UBERON:0000996
166759,15595,Whole Blood,F,1.381,0.224,0.216,Low,Low,1.381,1.093,0.186,0.883,0.898,UBERON:0000178
1256051,15986,Adipose - Subcutaneous,F,0.614,0.163,0.176,Low,Low,0.614,0.446,0.159,0.874,0.87,UBERON:0002190
1256053,15986,Adipose - Visceral (Omentum),F,0.757,0.184,0.196,Low,Low,0.757,0.866,-0.087,0.874,0.87,UBERON:0014454
1256055,15986,Adrenal Gland,F,5.4,0.827,0.843,High,High,5.4,5.403,-0.001,0.874,0.87,UBERON:0002369
1256057,15986,Artery - Aorta,F,4.258,0.745,0.765,Medium,High,4.258,3.572,0.202,0.874,0.87,UBERON:0000947
1256059,15986,Artery - Coronary,F,2.566,0.459,0.51,Medium,Medium,2.566,2.065,0.218,0.874,0.87,UBERON:0001621
1256061,15986,Artery - Tibial,F,4.16,0.714,0.745,Medium,Medium,4.16,4.06,0.028,0.874,0.87,UBERON:0007610
1256065,15986,Brain - Amygdala,F,4.114,0.704,0.725,Medium,Medium,4.114,3.283,0.256,0.874,0.87,UBERON:0001876
1256067,15986,Brain - Anterior cingulate cortex (BA24),F,5.13,0.796,0.824,High,High,5.13,5.165,-0.008,0.874,0.87,UBERON:0009835
1256069,15986,Brain - Caudate (basal ganglia),F,3.455,0.633,0.686,Medium,Medium,3.455,3.53,-0.024,0.874,0.87,UBERON:0002420
1256071,15986,Brain - Cerebellar Hemisphere,F,0.971,0.224,0.235,Low,Low,0.971,0.829,0.108,0.874,0.87,UBERON:0002245
1256073,15986,Brain - Cerebellum,F,1.052,0.245,0.255,Low,Medium,1.052,1.05,0.001,0.874,0.87,UBERON:0002037
1256075,15986,Brain - Cortex,F,6.97,0.847,0.863,High,High,6.97,7.43,-0.081,0.874,0.87,UBERON:0000956
1256077,15986,Brain - Frontal Cortex (BA9),F,8.378,0.929,0.941,High,High,8.378,8.854,-0.071,0.874,0.87,UBERON:0001870
1256079,15986,Brain - Hippocampus,F,2.825,0.51,0.569,Medium,Medium,2.825,3.882,-0.352,0.874,0.87,UBERON:0022430
1256081,15986,Brain - Hypothalamus,F,3.819,0.663,0.706,Medium,Medium,3.819,4.862,-0.283,0.874,0.87,UBERON:0001898
1256083,15986,Brain - Nucleus accumbens (basal ganglia),F,4.418,0.755,0.784,High,High,4.418,4.237,0.049,0.874,0.87,UBERON:0001882
1256085,15986,Brain - Putamen (basal ganglia),F,2.098,0.398,0.412,Medium,Medium,2.098,2.732,-0.269,0.874,0.87,UBERON:0001874
1256087,15986,Brain - Spinal cord (cervical c-1),F,1.848,0.357,0.373,Medium,Medium,1.848,2.073,-0.11,0.874,0.87,UBERON:0006469
1256089,15986,Brain - Substantia nigra,F,3.06,0.531,0.588,Medium,Medium,3.06,3.173,-0.04,0.874,0.87,UBERON:0002038
1256091,15986,Breast - Mammary Tissue,F,0.588,0.153,0.157,Low,Low,0.588,0.695,-0.094,0.874,0.87,UBERON:0001911
1256099,15986,Colon - Sigmoid,F,5.086,0.786,0.804,High,High,5.086,5.331,-0.057,0.874,0.87,UBERON:0001159
1256101,15986,Colon - Transverse,F,3.362,0.602,0.647,Medium,Medium,3.362,3.193,0.057,0.874,0.87,UBERON:0001157
1256103,15986,Esophagus - Gastroesophageal Junction,F,7.888,0.918,0.922,High,High,7.888,7.327,0.094,0.874,0.87,UBERON:0007650
1256105,15986,Esophagus - Mucosa,F,0.43,0.112,0.118,Low,Low,0.43,0.39,0.041,0.874,0.87,UBERON:0002469
1256107,15986,Esophagus - Muscularis,F,7.243,0.867,0.882,High,High,7.243,7,0.043,0.874,0.87,UBERON:0004648
1256109,15986,Fallopian Tube,F,2.205,0.408,0.431,Medium,Medium,,,,0.874,0.87,UBERON:0003889
1256110,15986,Heart - Atrial Appendage,F,13.77,0.969,0.961,High,High,13.77,13.295,0.047,0.874,0.87,UBERON:0006618
1256112,15986,Heart - Left Ventricle,F,14.75,0.98,0.98,High,High,14.75,12.155,0.26,0.874,0.87,UBERON:0002084
1256114,15986,Kidney - Cortex,F,1.679,0.337,0.333,Medium,Medium,1.679,1.549,0.072,0.874,0.87,UBERON:0001225
1256116,15986,Liver,F,1.889,0.367,0.392,Medium,Medium,1.889,1.565,0.172,0.874,0.87,UBERON:0002107
1256118,15986,Lung,F,1.429,0.296,0.314,Medium,Medium,1.429,1.637,-0.119,0.874,0.87,UBERON:0002048
1256120,15986,Minor Salivary Gland,F,2.408,0.439,0.49,Medium,Medium,2.408,2.758,-0.141,0.874,0.87,UBERON:0001830
1256122,15986,Muscle - Skeletal,F,24.98,0.99,1,High,High,24.98,28.495,-0.183,0.874,0.87,UBERON:0001134
1256124,15986,Nerve - Tibial,F,0.479,0.133,0.137,Low,Low,0.479,0.509,-0.029,0.874,0.87,UBERON:0001323
1256126,15986,Ovary,F,1.324,0.276,0.275,Medium,Medium,,,,0.874,0.87,UBERON:0000992
1256127,15986,Pancreas,F,2.36,0.429,0.471,Medium,Medium,2.36,2.504,-0.061,0.874,0.87,UBERON:0001264
1256129,15986,Pituitary,F,7.866,0.908,0.902,High,High,7.866,7.298,0.096,0.874,0.87,UBERON:0000007
1256131,15986,Prostate,M,4.189,0.724,0.702,Medium,Medium,,,,0.874,0.878,UBERON:0002367
1256132,15986,Skin - Not Sun Exposed (Suprapubic),F,0.154,0.051,0.059,Low,Low,0.154,0.164,-0.012,0.874,0.87,UBERON:0002097
1256134,15986,Skin - Sun Exposed (Lower leg),F,0.191,0.071,0.078,Low,Low,0.191,0.197,-0.007,0.874,0.87,UBERON:002097
1256136,15986,Small Intestine - Terminal Ileum,F,2.614,0.48,0.549,Medium,Medium,2.614,2.93,-0.121,0.874,0.87,UBERON:0002116
1256138,15986,Spleen,F,1.356,0.286,0.294,Medium,Medium,1.356,1.15,0.132,0.874,0.87,UBERON:0002106
1256140,15986,Stomach,F,3.387,0.612,0.667,Medium,Medium,3.387,3.442,-0.018,0.874,0.87,UBERON:0000945
1256142,15986,Testis,M,4.427,0.765,0.745,High,Medium,,,,0.874,0.878,UBERON:0000473
1256143,15986,Thyroid,F,2.583,0.469,0.529,Medium,Medium,2.583,3.325,-0.272,0.874,0.87,UBERON:0002046
1256145,15986,Uterus,F,2.295,0.418,0.451,Medium,Medium,,,,0.874,0.87,UBERON:0000995
1256146,15986,Vagina,F,0.404,0.102,0.098,Low,Low,,,,0.874,0.87,UBERON:0000996
1256147,15986,Whole Blood,F,0.091,0.041,0.039,Low,Low,0.091,0.083,0.011,0.874,0.87,UBERON:0000178
474353,16312,Adipose - Subcutaneous,F,10.06,0.612,0.588,Medium,Medium,10.06,11.5,-0.177,0.698,0.693,UBERON:0002190
474355,16312,Adipose - Visceral (Omentum),F,8.19,0.469,0.431,Medium,Medium,8.19,8.535,-0.053,0.698,0.693,UBERON:0014454
474357,16312,Adrenal Gland,F,9.68,0.602,0.569,Medium,Medium,9.68,9.186,0.068,0.698,0.693,UBERON:0002369
474359,16312,Artery - Aorta,F,14.94,0.867,0.863,High,High,14.94,15.23,-0.026,0.698,0.693,UBERON:0000947
474361,16312,Artery - Coronary,F,11.91,0.776,0.725,High,Medium,11.91,11.78,0.015,0.698,0.693,UBERON:0001621
474363,16312,Artery - Tibial,F,13.39,0.837,0.804,High,High,13.39,13.3,0.009,0.698,0.693,UBERON:0007610
474367,16312,Brain - Amygdala,F,3.634,0.133,0.118,Low,Low,3.634,2.649,0.345,0.698,0.693,UBERON:0001876
474369,16312,Brain - Anterior cingulate cortex (BA24),F,4.684,0.265,0.255,Medium,Medium,4.684,4.227,0.121,0.698,0.693,UBERON:0009835
474371,16312,Brain - Caudate (basal ganglia),F,4.036,0.163,0.157,Low,Low,4.036,3.496,0.164,0.698,0.693,UBERON:0002420
474373,16312,Brain - Cerebellar Hemisphere,F,30.24,1,1,High,High,30.24,28.075,0.104,0.698,0.693,UBERON:0002245
474375,16312,Brain - Cerebellum,F,18.725,0.929,0.922,High,High,18.725,22.49,-0.252,0.698,0.693,UBERON:0002037
474377,16312,Brain - Cortex,F,5.564,0.327,0.314,Medium,Medium,5.564,5.554,0.002,0.698,0.693,UBERON:0000956
474379,16312,Brain - Frontal Cortex (BA9),F,8.313,0.49,0.471,Medium,Medium,8.313,8.106,0.032,0.698,0.693,UBERON:0001870
474381,16312,Brain - Hippocampus,F,3.263,0.092,0.078,Low,Low,3.263,3.322,-0.02,0.698,0.693,UBERON:0022430
474383,16312,Brain - Hypothalamus,F,5.17,0.286,0.294,Medium,Medium,5.17,5.743,-0.128,0.698,0.693,UBERON:0001898
474385,16312,Brain - Nucleus accumbens (basal ganglia),F,4.212,0.184,0.176,Low,Low,4.212,4.132,0.022,0.698,0.693,UBERON:0001882
474387,16312,Brain - Putamen (basal ganglia),F,2.415,0.041,0.039,Low,Low,2.415,2.795,-0.152,0.698,0.693,UBERON:0001874
474389,16312,Brain - Spinal cord (cervical c-1),F,4.595,0.214,0.196,Low,Low,4.595,4.667,-0.018,0.698,0.693,UBERON:0006469
474391,16312,Brain - Substantia nigra,F,3.32,0.102,0.098,Low,Low,3.32,3.06,0.09,0.698,0.693,UBERON:0002038
474393,16312,Breast - Mammary Tissue,F,10.98,0.694,0.686,Medium,Medium,10.98,8.853,0.282,0.698,0.693,UBERON:0001911
474401,16312,Colon - Sigmoid,F,10.695,0.643,0.627,Medium,Medium,10.695,11.3,-0.073,0.698,0.693,UBERON:0001159
474403,16312,Colon - Transverse,F,6.748,0.367,0.353,Medium,Medium,6.748,6.785,-0.007,0.698,0.693,UBERON:0001157
474405,16312,Esophagus - Gastroesophageal Junction,F,10.9,0.673,0.667,Medium,Medium,10.9,10.945,-0.005,0.698,0.693,UBERON:0007650
474407,16312,Esophagus - Mucosa,F,8.405,0.52,0.51,Medium,Medium,8.405,8.362,0.007,0.698,0.693,UBERON:0002469
474409,16312,Esophagus - Muscularis,F,11.67,0.745,0.706,Medium,Medium,11.67,11.675,-0.001,0.698,0.693,UBERON:0004648
474411,16312,Fallopian Tube,F,15.8,0.908,0.902,High,High,,,,0.698,0.693,UBERON:0003889
474412,16312,Heart - Atrial Appendage,F,4.674,0.255,0.235,Medium,Low,4.674,5.18,-0.123,0.698,0.693,UBERON:0006618
474414,16312,Heart - Left Ventricle,F,4.67,0.245,0.216,Low,Low,4.67,4.244,0.113,0.698,0.693,UBERON:0002084
474416,16312,Kidney - Cortex,F,9.387,0.592,0.549,Medium,Medium,9.387,4.648,0.879,0.698,0.693,UBERON:0001225
474418,16312,Liver,F,2.817,0.071,0.059,Low,Low,2.817,2.343,0.191,0.698,0.693,UBERON:0002107
474420,16312,Lung,F,8.241,0.48,0.451,Medium,Medium,8.241,8.515,-0.042,0.698,0.693,UBERON:0002048
474422,16312,Minor Salivary Gland,F,7.402,0.408,0.392,Medium,Medium,7.402,7.523,-0.021,0.698,0.693,UBERON:0001830
474424,16312,Muscle - Skeletal,F,12.76,0.816,0.784,High,High,12.76,11.59,0.128,0.698,0.693,UBERON:0001134
474426,16312,Nerve - Tibial,F,12.285,0.796,0.765,High,High,12.285,12.67,-0.041,0.698,0.693,UBERON:0001323
474428,16312,Ovary,F,12.07,0.786,0.745,High,Medium,,,,0.698,0.693,UBERON:0000992
474429,16312,Pancreas,F,3.764,0.143,0.137,Low,Low,3.764,3.881,-0.035,0.698,0.693,UBERON:0001264
474431,16312,Pituitary,F,6.207,0.347,0.333,Medium,Medium,6.207,6.439,-0.046,0.698,0.693,UBERON:0000007
474433,16312,Prostate,M,10.69,0.633,0.66,Medium,Medium,,,,0.698,0.696,UBERON:0002367
474434,16312,Skin - Not Sun Exposed (Suprapubic),F,6.819,0.388,0.373,Medium,Medium,6.819,6.849,-0.006,0.698,0.693,UBERON:0002097
474436,16312,Skin - Sun Exposed (Lower leg),F,7.669,0.429,0.412,Medium,Medium,7.669,7.819,-0.025,0.698,0.693,UBERON:002097
474438,16312,Small Intestine - Terminal Ileum,F,8.904,0.561,0.529,Medium,Medium,8.904,9.033,-0.019,0.698,0.693,UBERON:0002116
474440,16312,Spleen,F,8.358,0.5,0.49,Medium,Medium,8.358,8.023,0.053,0.698,0.693,UBERON:0002106
474442,16312,Stomach,F,5.165,0.276,0.275,Medium,Medium,5.165,5.537,-0.085,0.698,0.693,UBERON:0000945
474444,16312,Testis,M,11.075,0.704,0.723,Medium,Medium,,,,0.698,0.696,UBERON:0000473
474445,16312,Thyroid,F,10.4,0.622,0.608,Medium,Medium,10.4,10.86,-0.057,0.698,0.693,UBERON:0002046
474447,16312,Uterus,F,21.21,0.949,0.961,High,High,,,,0.698,0.693,UBERON:0000995
474448,16312,Vagina,F,10.755,0.653,0.647,Medium,Medium,,,,0.698,0.693,UBERON:0000996
474449,16312,Whole Blood,F,1.07,0.01,0.02,Low,Low,1.07,1.071,-0.001,0.698,0.693,UBERON:0000178
1237132,16524,Adipose - Subcutaneous,F,141,0.796,0.765,High,High,141,143.4,-0.024,0.692,0.673,UBERON:0002190
1237134,16524,Adipose - Visceral (Omentum),F,110.4,0.684,0.647,Medium,Medium,110.4,108.2,0.029,0.692,0.673,UBERON:0014454
1237136,16524,Adrenal Gland,F,50.03,0.48,0.431,Medium,Medium,50.03,49.795,0.007,0.692,0.673,UBERON:0002369
1237138,16524,Artery - Aorta,F,253.9,1,1,High,High,253.9,240.2,0.08,0.692,0.673,UBERON:0000947
1237140,16524,Artery - Coronary,F,178.6,0.929,0.922,High,High,178.6,174.1,0.037,0.692,0.673,UBERON:0001621
1237142,16524,Artery - Tibial,F,214.2,0.98,0.98,High,High,214.2,209.75,0.03,0.692,0.673,UBERON:0007610
1237146,16524,Brain - Amygdala,F,15.2,0.071,0.078,Low,Low,15.2,13.845,0.126,0.692,0.673,UBERON:0001876
1237148,16524,Brain - Anterior cingulate cortex (BA24),F,16.225,0.122,0.118,Low,Low,16.225,15.24,0.085,0.692,0.673,UBERON:0009835
1237150,16524,Brain - Caudate (basal ganglia),F,20.88,0.235,0.216,Low,Low,20.88,18.865,0.139,0.692,0.673,UBERON:0002420
1237152,16524,Brain - Cerebellar Hemisphere,F,39.69,0.337,0.314,Medium,Medium,39.69,41.605,-0.066,0.692,0.673,UBERON:0002245
1237154,16524,Brain - Cerebellum,F,43.13,0.388,0.373,Medium,Medium,43.13,43.82,-0.022,0.692,0.673,UBERON:0002037
1237156,16524,Brain - Cortex,F,19.55,0.184,0.196,Low,Low,19.55,20.595,-0.072,0.692,0.673,UBERON:0000956
1237158,16524,Brain - Frontal Cortex (BA9),F,18.215,0.143,0.157,Low,Low,18.215,20.18,-0.14,0.692,0.673,UBERON:0001870
1237160,16524,Brain - Hippocampus,F,15.28,0.102,0.098,Low,Low,15.28,14.81,0.042,0.692,0.673,UBERON:0022430
1237162,16524,Brain - Hypothalamus,F,18.06,0.133,0.137,Low,Low,18.06,19.94,-0.136,0.692,0.673,UBERON:0001898
1237164,16524,Brain - Nucleus accumbens (basal ganglia),F,21.46,0.245,0.235,Low,Low,21.46,19.94,0.101,0.692,0.673,UBERON:0001882
1237166,16524,Brain - Putamen (basal ganglia),F,14.99,0.061,0.059,Low,Low,14.99,15.375,-0.034,0.692,0.673,UBERON:0001874
1237168,16524,Brain - Spinal cord (cervical c-1),F,24.745,0.265,0.255,Medium,Medium,24.745,27.24,-0.133,0.692,0.673,UBERON:0006469
1237170,16524,Brain - Substantia nigra,F,14.985,0.051,0.039,Low,Low,14.985,15.205,-0.02,0.692,0.673,UBERON:0002038
1237172,16524,Breast - Mammary Tissue,F,121.3,0.735,0.686,Medium,Medium,121.3,113.1,0.1,0.692,0.673,UBERON:0001911
1237180,16524,Colon - Sigmoid,F,98.53,0.622,0.588,Medium,Medium,98.53,100.1,-0.023,0.692,0.673,UBERON:0001159
1237182,16524,Colon - Transverse,F,47.43,0.449,0.392,Medium,Medium,47.43,43.43,0.124,0.692,0.673,UBERON:0001157
1237184,16524,Esophagus - Gastroesophageal Junction,F,133,0.776,0.725,High,Medium,133,121.75,0.127,0.692,0.673,UBERON:0007650
1237186,16524,Esophagus - Mucosa,F,93.47,0.612,0.569,Medium,Medium,93.47,93.34,0.002,0.692,0.673,UBERON:0002469
